chw_genre_name,latitude,visit_year,visit_month,visit_weekday,city,ward,neighborhood,holiday_flg_0,holiday_flg_1,mean_visitors,median_visitors,min_visitors,max_visitors
4,43.7706355,2016,8,0,2,3,0,1,0,10.310344827586206,8.0,1.0,35.0
7,33.5615691,2016,3,2,0,9,79,1,0,41.857142857142854,38.5,12.0,239.0
2,35.6617773,2016,9,3,7,42,77,1,0,16.09090909090909,15.0,1.0,30.0
4,35.6617773,2017,3,0,7,42,77,1,0,18.892857142857142,16.5,5.0,54.0
7,35.6995657,2017,3,2,7,46,3,1,0,27.736842105263158,30.0,10.0,50.0
7,37.8742227,2017,2,5,5,35,86,1,0,19.38235294117647,13.5,3.0,54.0
10,34.3862445,2017,4,3,1,14,42,1,0,9.2,8.0,1.0,28.0
4,34.3862445,2016,8,4,1,14,42,1,0,24.885714285714286,25.0,3.0,52.0
7,35.5612568,2017,1,0,7,54,32,1,0,28.727272727272727,25.0,5.0,66.0
13,34.7053617,2016,8,3,8,53,94,1,0,5.241379310344827,5.0,1.0,12.0
7,33.5892157,2017,3,5,0,9,9,1,0,41.567567567567565,37.0,19.0,80.0
6,35.602201,2016,11,0,7,54,34,1,0,35.303030303030305,36.0,21.0,50.0
8,38.2690761,2016,3,4,4,40,36,1,0,14.660714285714286,14.5,3.0,26.0
2,35.7080677,2016,9,2,7,4,38,1,0,16.471698113207548,14.0,3.0,49.0
1,35.6465721,2016,11,2,7,41,75,1,0,6.255813953488372,4.0,1.0,28.0
7,33.5892157,2016,12,3,0,9,9,1,0,27.25423728813559,25.0,6.0,62.0
6,35.6580681,2017,1,4,7,29,76,1,0,46.75675675675676,48.0,21.0,83.0
11,35.6532174,2016,9,3,7,42,15,1,0,5.354838709677419,6.0,2.0,8.0
4,35.7140142,2016,12,5,7,48,26,1,0,13.030303030303031,12.0,3.0,23.0
8,33.2119674,2017,3,4,0,52,60,1,0,23.280701754385966,23.0,6.0,57.0
2,34.6762311,2016,10,5,8,53,78,1,0,16.333333333333332,10.0,3.0,58.0
2,42.9941431,2016,11,4,2,20,60,1,0,4.6571428571428575,4.0,1.0,13.0
7,33.5913576,2016,9,0,0,9,14,0,1,31.285714285714285,27.0,4.0,76.0
1,35.6921398,2016,7,0,7,44,68,0,1,11.368421052631579,11.0,3.0,25.0
4,35.6617773,2017,3,0,7,42,77,0,1,25.114285714285714,21.0,3.0,62.0
2,43.0554601,2017,3,2,2,39,53,1,0,19.939393939393938,21.0,4.0,42.0
7,34.815149,2016,8,3,3,13,93,0,1,18.91891891891892,17.0,2.0,43.0
6,33.5892157,2017,2,6,0,9,9,1,0,16.794117647058822,15.5,2.0,40.0
2,34.7997673,2017,3,5,3,50,92,1,0,27.5,26.5,4.0,69.0
7,35.6429619,2016,2,6,7,41,73,1,0,17.358974358974358,13.0,1.0,41.0
2,35.6580681,2016,12,3,7,29,76,0,1,14.470588235294118,12.5,6.0,33.0
6,35.6706505,2017,1,2,7,6,90,1,0,42.172413793103445,44.0,19.0,74.0
3,33.5892157,2017,3,6,0,9,9,1,0,10.204081632653061,10.0,1.0,24.0
7,43.7706355,2017,3,3,2,3,0,1,0,26.19672131147541,21.0,7.0,68.0
2,35.6021252,2017,3,2,7,41,70,1,0,12.529411764705882,12.0,3.0,28.0
2,34.7202277,2017,1,3,3,25,81,1,0,18.48148148148148,17.5,3.0,40.0
4,35.6940027,2016,9,2,7,5,45,1,0,35.18518518518518,35.0,17.0,55.0
6,35.6580681,2016,10,6,7,29,76,1,0,31.515151515151516,31.0,10.0,60.0
12,35.6995657,2016,3,0,7,46,3,1,0,8.086206896551724,7.0,1.0,22.0
2,35.6427447,2016,10,3,7,41,75,1,0,19.821428571428573,20.5,8.0,31.0
2,35.712607,2016,7,3,7,49,20,1,0,29.8,26.0,8.0,81.0
11,34.6876966,2016,1,4,8,53,48,1,0,36.6271186440678,36.0,11.0,61.0
4,34.3862445,2016,9,3,1,14,42,1,0,15.363636363636363,14.0,5.0,46.0
6,35.6706505,2017,2,2,7,6,90,1,0,32.285714285714285,31.0,20.0,50.0
7,38.2690761,2016,10,6,4,40,36,1,0,20.14,16.0,2.0,50.0
1,35.7322863,2016,12,4,7,51,67,0,1,12.129032258064516,11.5,3.0,22.0
4,35.6617773,2016,10,0,7,42,77,1,0,9.966666666666667,9.0,5.0,18.0
8,35.6706505,2017,3,0,7,6,90,1,0,30.04,26.0,5.0,75.0
8,35.6465721,2016,11,3,7,41,75,1,0,35.8,36.0,19.0,55.0
7,35.6938401,2016,8,3,7,44,30,1,0,33.08620689655172,33.0,8.0,60.0
7,35.6940027,2016,8,0,7,5,45,1,0,37.39622641509434,37.0,12.0,59.0
7,33.5913576,2016,10,2,0,9,14,1,0,34.03921568627451,34.0,6.0,71.0
6,34.3862445,2016,9,0,1,14,42,1,0,16.736842105263158,14.0,3.0,62.0
2,35.6465721,2016,8,0,7,41,75,1,0,14.6875,14.0,6.0,34.0
7,33.5892157,2017,3,6,0,9,9,1,0,30.12121212121212,30.0,4.0,71.0
6,35.6617773,2017,3,2,7,42,77,1,0,9.432432432432432,9.0,2.0,23.0
7,35.6938401,2016,9,4,7,44,30,1,0,30.137931034482758,29.0,14.0,69.0
4,34.7053617,2017,3,4,8,53,94,1,0,10.222222222222221,10.5,2.0,27.0
7,35.6706505,2016,7,0,7,6,90,1,0,10.82,11.0,1.0,27.0
6,35.6465721,2017,1,5,7,41,75,1,0,9.333333333333334,9.0,1.0,16.0
1,35.7081457,2016,11,6,7,32,64,1,0,3.76,3.0,1.0,10.0
4,35.7356234,2016,7,6,7,33,89,1,0,4.9,4.5,1.0,13.0
7,38.2690761,2016,12,1,4,40,36,1,0,15.121212121212121,14.0,7.0,29.0
7,35.6265683,2016,2,1,7,43,16,1,0,5.674418604651163,4.0,1.0,22.0
7,34.7997673,2016,5,6,3,50,92,1,0,30.655172413793103,30.5,7.0,59.0
1,35.6617773,2016,5,0,7,42,77,1,0,18.0,18.0,1.0,48.0
2,42.9941431,2016,6,3,2,20,60,1,0,8.755102040816327,8.0,2.0,31.0
4,33.5892157,2016,11,2,0,9,9,1,0,16.391304347826086,18.0,1.0,44.0
1,35.6706505,2016,4,3,7,6,90,1,0,15.918032786885245,16.0,8.0,28.0
2,35.6940027,2016,10,2,7,5,45,1,0,6.166666666666667,6.0,3.0,13.0
6,35.6706505,2016,8,2,7,6,90,1,0,32.017857142857146,32.0,14.0,48.0
11,35.6532174,2016,7,0,7,42,15,1,0,5.071428571428571,5.0,2.0,8.0
2,34.5732536,2016,1,4,8,38,55,1,0,12.132075471698114,11.0,2.0,44.0
8,35.6580681,2017,3,5,7,29,76,1,0,24.736842105263158,24.0,10.0,60.0
7,34.3862445,2016,4,5,1,14,42,1,0,14.215686274509803,13.0,2.0,33.0
7,35.5612568,2016,7,5,7,54,32,1,0,23.366666666666667,21.0,6.0,48.0
4,35.7379419,2016,10,1,7,51,80,1,0,13.5625,12.5,4.0,28.0
11,35.6995657,2016,1,1,7,46,3,1,0,7.37037037037037,8.0,1.0,14.0
4,35.6617773,2016,7,4,7,42,77,1,0,38.416666666666664,39.5,1.0,83.0
6,35.6580681,2016,10,3,7,29,76,1,0,36.42857142857143,35.0,3.0,68.0
4,35.6938401,2016,2,4,7,44,30,1,0,8.346938775510203,6.0,1.0,24.0
2,35.0955842,2016,1,6,6,37,57,1,0,57.648148148148145,52.0,24.0,104.0
2,34.7053617,2016,10,3,8,53,94,1,0,33.68571428571428,35.0,9.0,50.0
1,35.7248234,2016,10,6,7,51,54,1,0,36.847457627118644,35.0,13.0,79.0
4,34.7108955,2017,1,3,6,11,62,1,0,21.060606060606062,18.0,3.0,76.0
12,35.6995657,2016,1,1,7,46,3,1,0,16.428571428571427,14.0,1.0,67.0
7,35.712607,2017,1,2,7,49,20,1,0,9.827586206896552,9.0,2.0,24.0
2,35.6617773,2016,7,5,7,42,77,1,0,31.865384615384617,29.5,12.0,94.0
2,35.0955842,2017,3,4,6,37,57,1,0,40.54385964912281,41.0,12.0,77.0
4,43.7706355,2016,3,6,2,3,0,0,1,31.280701754385966,18.0,2.0,109.0
7,35.6617773,2017,2,5,7,42,77,1,0,15.882352941176471,17.0,2.0,27.0
7,34.6882414,2016,9,5,3,25,61,1,0,19.125,18.5,5.0,35.0
2,34.7108955,2016,11,5,6,11,62,1,0,11.442622950819672,11.0,4.0,31.0
2,33.5819411,2016,12,3,0,9,58,1,0,10.277777777777779,10.0,2.0,19.0
4,35.7177841,2016,11,0,7,30,52,1,0,8.37037037037037,8.0,1.0,14.0
7,34.6647437,2016,7,4,8,53,66,1,0,16.84375,16.5,5.0,28.0
6,33.5892157,2016,11,1,0,9,9,1,0,19.528301886792452,18.0,1.0,41.0
1,43.7706355,2016,7,3,2,3,0,1,0,9.804878048780488,7.0,1.0,40.0
4,34.7053617,2017,1,1,8,53,94,1,0,10.384615384615385,7.5,1.0,46.0
8,35.6706505,2016,8,5,7,6,90,1,0,45.32608695652174,38.0,17.0,248.0
7,35.6940027,2016,9,2,7,5,45,1,0,24.108695652173914,23.0,4.0,49.0
1,35.7081457,2016,3,4,7,32,64,1,0,11.754098360655737,10.0,2.0,40.0
7,35.6938401,2016,2,0,7,44,30,1,0,38.526315789473685,37.0,22.0,58.0
7,34.3862445,2016,4,4,1,14,42,0,1,65.23333333333333,65.0,36.0,115.0
2,35.6994733,2016,2,3,7,23,22,1,0,22.70175438596491,22.0,8.0,39.0
7,34.9751398,2016,12,5,6,45,98,0,1,37.47222222222222,37.5,15.0,64.0
2,35.712607,2016,11,4,7,49,20,1,0,19.454545454545453,19.0,11.0,30.0
4,43.7706355,2016,7,3,2,3,0,1,0,8.344827586206897,5.0,1.0,24.0
1,35.7073985,2017,2,1,7,32,64,1,0,6.8,7.0,1.0,17.0
4,35.6617773,2016,12,6,7,42,77,1,0,15.297872340425531,15.0,1.0,35.0
1,33.5892157,2016,8,2,0,9,9,1,0,8.272727272727273,7.0,2.0,24.0
2,35.6995657,2016,2,5,7,46,3,1,0,9.717391304347826,9.5,1.0,23.0
2,33.5892157,2017,2,3,0,9,9,1,0,14.636363636363637,12.0,2.0,38.0
12,35.6617773,2016,1,5,7,42,77,1,0,24.71698113207547,24.0,7.0,46.0
2,34.7202277,2016,8,6,3,25,81,1,0,51.86666666666667,50.5,22.0,82.0
2,34.7108955,2016,10,5,6,11,62,1,0,11.05,11.0,4.0,21.0
7,34.9751398,2016,12,3,6,45,98,1,0,19.272727272727273,16.0,3.0,73.0
2,35.6092076,2016,9,4,7,28,28,1,0,8.272727272727273,9.0,2.0,18.0
6,35.602201,2017,1,3,7,54,34,1,0,8.140350877192983,7.0,1.0,23.0
1,35.7322863,2016,7,5,7,51,67,1,0,42.06060606060606,36.0,10.0,139.0
7,35.7253002,2016,7,4,7,51,51,1,0,30.03921568627451,30.0,5.0,46.0
7,34.7569503,2016,1,5,3,17,31,1,0,55.839285714285715,56.0,35.0,85.0
10,34.3862445,2017,1,5,1,14,42,1,0,28.072727272727274,28.0,13.0,48.0
2,33.5892157,2017,2,2,0,9,9,1,0,4.433333333333334,4.0,1.0,11.0
1,35.6465721,2016,8,2,7,41,75,1,0,6.255813953488372,4.0,1.0,28.0
4,35.6938401,2017,2,4,7,44,30,1,0,33.45454545454545,33.0,2.0,69.0
2,35.7080677,2016,12,5,7,4,38,1,0,3.0,3.0,1.0,8.0
8,35.6995657,2016,9,4,7,46,3,1,0,14.444444444444445,13.0,6.0,45.0
2,35.6617773,2017,1,4,7,42,77,1,0,9.882352941176471,8.5,1.0,33.0
6,33.5892157,2016,8,0,0,9,9,1,0,6.382352941176471,6.0,1.0,13.0
6,34.7108955,2016,3,2,6,11,62,1,0,28.5,26.0,7.0,73.0
6,34.6812614,2016,12,5,8,53,49,1,0,54.38181818181818,51.0,4.0,123.0
13,43.0364075,2016,8,3,2,39,5,1,0,22.102564102564102,20.0,3.0,54.0
7,33.5913576,2017,4,1,0,9,14,1,0,6.931034482758621,4.0,2.0,18.0
7,35.6938401,2016,10,5,7,44,30,1,0,13.568965517241379,12.0,2.0,46.0
11,35.712607,2016,3,5,7,49,20,1,0,26.826923076923077,28.0,5.0,45.0
2,35.6617773,2017,1,2,7,42,77,1,0,29.77777777777778,29.0,19.0,48.0
4,33.5892157,2017,1,2,0,9,9,1,0,6.741379310344827,6.0,1.0,28.0
1,34.6812614,2016,11,0,8,53,49,1,0,30.423728813559322,29.0,13.0,56.0
6,35.6617773,2016,12,3,7,42,77,1,0,47.21212121212121,40.0,18.0,128.0
6,35.6706505,2016,12,3,7,6,90,0,1,14.2,13.5,4.0,28.0
6,35.6580681,2016,10,6,7,29,76,1,0,37.189655172413794,37.0,12.0,71.0
6,34.6812614,2017,3,2,8,53,49,1,0,16.636363636363637,17.0,2.0,27.0
8,33.5892157,2017,2,4,0,9,9,1,0,14.911764705882353,15.0,4.0,24.0
7,35.6938401,2016,9,1,7,44,30,1,0,17.205882352941178,18.0,2.0,41.0
10,34.6951242,2016,12,5,3,25,46,1,0,15.755555555555556,14.0,4.0,47.0
1,35.7261178,2016,7,6,7,51,54,1,0,2.966666666666667,2.0,1.0,6.0
6,34.6951242,2016,9,4,3,25,46,1,0,8.23076923076923,4.0,1.0,62.0
8,35.6940027,2016,3,3,7,5,45,1,0,7.363636363636363,6.0,1.0,27.0
4,35.6617773,2017,2,3,7,42,77,1,0,25.473684210526315,26.0,2.0,85.0
6,35.6580681,2017,1,6,7,29,76,1,0,2.8461538461538463,2.0,2.0,9.0
2,33.5892157,2016,8,0,0,9,9,1,0,35.34,35.0,19.0,60.0
4,35.7356234,2016,8,2,7,33,89,1,0,3.0625,3.0,1.0,8.0
7,38.2690761,2016,9,2,4,40,36,1,0,30.964912280701753,31.0,11.0,56.0
11,34.7108955,2016,10,0,6,11,62,1,0,8.44,8.0,2.0,19.0
2,43.0554601,2016,9,3,2,39,53,1,0,11.25,10.5,2.0,28.0
1,35.6938401,2017,2,1,7,44,30,1,0,10.578947368421053,9.5,1.0,24.0
8,35.7066569,2016,7,4,7,7,6,1,0,26.571428571428573,26.0,16.0,37.0
6,34.6812614,2017,3,1,8,53,49,1,0,12.309090909090909,11.0,1.0,34.0
6,35.6706505,2016,8,4,7,6,90,1,0,59.82142857142857,59.0,27.0,79.0
4,33.5902074,2016,3,4,0,9,85,1,0,23.654545454545456,22.0,1.0,64.0
4,33.5892157,2016,2,0,0,9,9,1,0,23.912280701754387,18.0,1.0,109.0
4,35.7140142,2017,1,3,7,48,26,1,0,19.24137931034483,19.0,2.0,39.0
7,34.815149,2016,12,6,3,13,93,1,0,16.03030303030303,14.0,2.0,37.0
6,35.6706505,2016,12,5,7,6,90,1,0,13.67741935483871,13.0,2.0,26.0
11,35.712607,2016,6,4,7,49,20,1,0,16.0,15.0,4.0,32.0
12,35.7511648,2016,1,4,7,15,25,1,0,38.8448275862069,34.0,8.0,92.0
7,35.6956944,2016,6,5,7,5,37,1,0,7.34,7.0,2.0,20.0
7,35.6728535,2016,12,1,7,26,91,1,0,23.383333333333333,23.0,1.0,42.0
6,34.7594526,2017,1,2,8,47,26,1,0,20.818181818181817,21.0,7.0,40.0
1,35.6465721,2016,9,6,7,41,75,1,0,12.272727272727273,12.0,3.0,21.0
7,35.6414629,2016,3,1,7,28,35,1,0,13.736842105263158,11.0,2.0,39.0
8,35.6706505,2016,11,5,7,6,90,1,0,8.775510204081632,7.0,1.0,23.0
4,43.7706355,2016,8,1,2,3,0,1,0,14.37037037037037,9.5,2.0,87.0
10,34.3862445,2016,8,3,1,14,42,0,1,19.31578947368421,20.0,3.0,43.0
11,35.6532174,2017,1,2,7,42,15,1,0,11.515151515151516,12.0,1.0,25.0
2,33.8810679,2016,10,5,0,22,43,1,0,14.527777777777779,14.0,4.0,34.0
6,35.6995657,2016,3,2,7,46,3,1,0,25.745454545454546,25.0,7.0,50.0
6,33.5892157,2016,9,4,0,9,9,1,0,40.54,39.5,23.0,62.0
7,33.5913576,2016,12,3,0,9,14,1,0,36.689655172413794,37.0,15.0,61.0
11,35.6995657,2016,2,1,7,46,3,1,0,3.8157894736842106,2.0,1.0,13.0
1,35.7261178,2016,1,0,7,51,54,1,0,3.803921568627451,3.0,1.0,12.0
1,35.6465721,2016,7,3,7,41,75,1,0,10.742857142857142,9.0,1.0,29.0
7,35.712607,2016,8,3,7,49,20,1,0,40.388888888888886,40.0,14.0,63.0
3,34.815149,2017,1,5,3,13,93,1,0,17.88888888888889,17.0,6.0,30.0
8,35.6580681,2016,12,1,7,29,76,1,0,23.545454545454547,23.0,12.0,42.0
2,35.6021252,2017,3,2,7,41,70,1,0,12.529411764705882,12.0,3.0,28.0
2,33.5573203,2016,12,5,0,16,50,1,0,12.642857142857142,12.0,1.0,39.0
6,35.6938401,2016,12,2,7,44,30,1,0,45.94827586206897,49.0,3.0,86.0
6,33.5892157,2016,9,5,0,9,9,1,0,13.513513513513514,13.0,3.0,23.0
7,35.7066569,2017,1,2,7,7,6,1,0,36.05714285714286,35.0,18.0,62.0
2,35.6021252,2016,9,5,7,41,70,1,0,28.095238095238095,27.0,1.0,74.0
2,35.0955842,2016,12,3,6,37,57,1,0,41.98275862068966,37.0,20.0,97.0
2,35.712607,2017,2,0,7,49,20,1,0,17.74,17.5,6.0,31.0
2,34.7053617,2016,12,1,8,53,94,1,0,10.137931034482758,11.0,1.0,31.0
6,34.6812614,2016,3,1,8,53,49,1,0,12.641509433962264,13.0,3.0,29.0
8,34.3862445,2017,3,5,1,14,42,1,0,29.90740740740741,30.0,7.0,46.0
1,43.7706355,2016,6,6,2,3,0,1,0,40.23529411764706,34.0,2.0,132.0
7,35.5612568,2016,11,1,7,54,32,1,0,16.264150943396228,16.0,7.0,27.0
2,35.6728535,2016,5,4,7,26,91,1,0,11.804347826086957,10.5,1.0,26.0
8,33.5892157,2016,11,6,0,9,9,1,0,18.28125,16.0,4.0,47.0
4,34.7053617,2017,3,6,8,53,94,1,0,17.925925925925927,19.0,4.0,26.0
7,35.6938401,2017,1,1,7,44,30,1,0,3.2857142857142856,2.0,1.0,9.0
7,35.6580681,2017,2,1,7,29,76,1,0,29.94736842105263,30.0,7.0,56.0
1,35.6617773,2016,2,0,7,42,77,1,0,5.303571428571429,5.0,1.0,13.0
2,34.6762311,2017,2,0,8,53,78,1,0,36.724137931034484,35.5,11.0,113.0
7,37.8742227,2016,11,3,5,35,86,1,0,25.375,21.5,4.0,82.0
8,38.2690761,2016,10,3,4,40,36,1,0,25.98148148148148,25.0,5.0,47.0
8,35.712607,2017,1,3,7,49,20,1,0,37.27272727272727,35.0,10.0,79.0
1,35.6580681,2017,1,1,7,29,76,1,0,5.018867924528302,5.0,1.0,13.0
2,34.7053617,2017,2,0,8,53,94,1,0,13.314814814814815,12.0,1.0,43.0
4,35.6414629,2016,11,6,7,28,35,1,0,6.617647058823529,5.5,1.0,30.0
2,33.5756863,2016,3,5,0,9,88,1,0,32.87719298245614,30.0,9.0,51.0
8,38.2690761,2016,12,4,4,40,36,1,0,14.660714285714286,14.5,3.0,26.0
7,37.8742227,2017,1,6,5,35,86,1,0,15.030303030303031,13.0,1.0,59.0
4,43.7706355,2017,2,2,2,3,0,1,0,7.9714285714285715,8.0,1.0,37.0
8,35.712607,2017,1,0,7,49,20,1,0,14.947368421052632,15.0,2.0,34.0
7,35.6414629,2016,12,3,7,28,35,1,0,21.794117647058822,21.0,3.0,38.0
2,35.6580681,2016,9,3,7,29,76,1,0,44.34615384615385,43.5,27.0,82.0
2,35.7080677,2016,7,5,7,4,38,1,0,48.63636363636363,45.0,31.0,140.0
10,34.6812614,2016,7,5,8,53,49,1,0,23.627450980392158,22.0,4.0,46.0
11,35.712607,2016,7,0,7,49,20,1,0,20.210526315789473,20.0,3.0,64.0
4,35.6414629,2016,8,0,7,28,35,1,0,15.741935483870968,15.0,4.0,66.0
2,34.6762311,2016,7,5,8,53,78,1,0,60.271186440677965,57.0,19.0,103.0
4,34.7108955,2017,1,6,6,11,62,1,0,15.733333333333333,14.5,3.0,35.0
2,33.5892157,2017,2,0,0,9,9,1,0,19.0,13.0,5.0,84.0
11,34.7108955,2017,4,1,6,11,62,1,0,12.7,11.0,1.0,32.0
6,35.6580681,2017,2,2,7,29,76,1,0,7.90566037735849,7.0,1.0,22.0
4,35.6465721,2017,1,1,7,41,75,1,0,32.142857142857146,32.5,8.0,53.0
7,37.8742227,2017,3,4,5,35,86,1,0,12.382352941176471,11.0,2.0,37.0
7,33.5913576,2016,9,3,0,9,14,1,0,36.689655172413794,37.0,15.0,61.0
6,35.6617773,2016,9,2,7,42,77,1,0,17.806451612903224,19.0,6.0,34.0
4,43.7706355,2017,3,6,2,3,0,1,0,11.818181818181818,11.0,2.0,32.0
4,34.7108955,2016,7,2,6,11,62,1,0,6.666666666666667,6.0,1.0,24.0
2,33.5892157,2016,4,0,0,9,9,1,0,6.942857142857143,5.0,1.0,20.0
4,35.6938401,2017,1,5,7,44,30,1,0,9.5,8.0,1.0,24.0
2,34.4858993,2016,7,1,1,10,19,1,0,22.771428571428572,22.0,15.0,32.0
2,33.5892157,2017,3,2,0,9,9,1,0,15.181818181818182,14.0,5.0,28.0
7,37.9163674,2016,8,1,5,35,12,1,0,30.714285714285715,26.0,2.0,129.0
2,35.704686,2017,1,2,7,30,39,1,0,11.0,11.0,4.0,22.0
13,35.6721142,2016,10,6,7,6,13,1,0,21.203703703703702,21.0,6.0,46.0
2,35.6706505,2017,3,3,7,6,90,1,0,20.735294117647058,19.5,5.0,37.0
2,33.5573203,2016,7,5,0,16,50,1,0,13.647058823529411,13.0,3.0,38.0
3,34.7375965,2016,7,4,3,36,71,1,0,27.586206896551722,27.0,10.0,47.0
7,33.5892157,2017,2,1,0,9,9,1,0,13.205882352941176,11.0,1.0,45.0
13,33.5892157,2016,10,5,0,9,9,1,0,18.35483870967742,20.0,2.0,35.0
8,33.5819411,2016,12,5,0,9,58,1,0,67.59375,68.0,39.0,100.0
1,35.7073985,2016,11,4,7,32,64,1,0,12.647058823529411,12.5,1.0,27.0
8,33.5913576,2016,11,6,0,9,14,1,0,21.83783783783784,22.0,5.0,40.0
6,35.6706505,2016,11,5,7,6,90,1,0,11.466666666666667,9.5,2.0,33.0
7,35.7118769,2016,11,6,7,49,4,1,0,32.06060606060606,30.0,12.0,67.0
4,43.7706355,2016,12,0,2,3,0,1,0,9.84375,9.5,1.0,23.0
4,34.7108955,2016,7,6,6,11,62,1,0,48.5,50.0,10.0,91.0
2,35.6414629,2017,1,5,7,28,35,1,0,13.787878787878787,13.0,7.0,22.0
6,34.6951242,2016,7,5,3,25,46,1,0,37.78125,37.0,24.0,50.0
6,35.6940027,2017,3,3,7,5,45,1,0,16.52777777777778,16.5,3.0,31.0
7,33.8664649,2017,3,6,0,22,69,1,0,39.916666666666664,39.5,20.0,65.0
11,35.6995657,2016,3,6,7,46,3,1,0,14.0,13.5,1.0,31.0
2,35.6414629,2017,2,3,7,28,35,1,0,9.0,10.0,1.0,16.0
7,37.9163674,2017,2,2,5,35,12,1,0,17.87719298245614,16.0,2.0,50.0
8,35.7066569,2016,7,6,7,7,6,1,0,81.44117647058823,81.5,34.0,109.0
7,34.7569503,2016,7,6,3,17,31,1,0,18.5,17.5,8.0,40.0
7,34.3862445,2016,12,6,1,14,42,1,0,36.9,37.0,1.0,78.0
1,35.6580681,2016,1,5,7,29,76,1,0,6.365384615384615,5.0,1.0,21.0
7,35.5612568,2016,4,1,7,54,32,1,0,16.264150943396228,16.0,7.0,27.0
8,35.6706505,2016,8,2,7,6,90,1,0,12.24561403508772,12.0,3.0,27.0
4,35.662665,2017,4,0,7,41,41,1,0,6.185185185185185,6.0,2.0,14.0
1,33.5892157,2016,6,5,0,9,9,1,0,17.970588235294116,16.0,5.0,47.0
7,37.9163674,2016,7,1,5,35,12,1,0,9.352941176470589,7.0,1.0,34.0
6,35.6617773,2016,9,4,7,42,77,1,0,14.108108108108109,14.0,6.0,25.0
1,43.0554601,2016,12,5,2,39,53,1,0,33.583333333333336,33.0,13.0,60.0
11,35.6414629,2017,1,4,7,28,35,1,0,15.162790697674419,13.0,2.0,48.0
7,35.6265683,2016,7,2,7,43,16,1,0,7.4222222222222225,5.0,1.0,28.0
7,34.7569503,2016,4,1,3,17,31,1,0,41.45283018867924,39.0,12.0,86.0
13,43.0554601,2016,10,5,2,39,53,1,0,16.823529411764707,16.0,4.0,25.0
7,43.0744699,2016,9,6,2,39,44,1,0,22.705882352941178,24.0,5.0,46.0
11,33.5892157,2017,3,2,0,9,9,1,0,40.7027027027027,40.0,28.0,58.0
4,35.6995657,2016,2,2,7,46,3,1,0,19.086206896551722,20.5,3.0,32.0
8,34.815149,2017,3,3,3,13,93,1,0,9.2,8.0,1.0,27.0
1,35.7073985,2016,9,0,7,32,64,1,0,8.0625,8.0,1.0,13.0
1,35.7261178,2016,3,2,7,51,54,1,0,9.183333333333334,8.5,1.0,22.0
8,43.0568187,2016,11,1,2,39,53,1,0,6.380952380952381,8.0,1.0,12.0
11,33.5892157,2017,1,4,0,9,9,1,0,23.305555555555557,26.0,1.0,35.0
8,35.6706505,2016,3,2,7,6,90,1,0,24.728813559322035,25.0,1.0,42.0
8,35.7261178,2016,5,5,7,51,54,1,0,43.264150943396224,44.0,30.0,53.0
12,35.6940027,2017,3,4,7,5,45,1,0,20.424242424242426,20.0,6.0,29.0
2,35.6921398,2016,7,0,7,44,68,1,0,6.931034482758621,7.0,1.0,16.0
7,34.4858993,2017,1,3,1,10,19,1,0,12.30188679245283,11.0,1.0,44.0
2,35.6706505,2016,12,4,7,6,90,1,0,12.127272727272727,12.0,4.0,23.0
8,35.6092261,2017,2,0,7,43,21,1,0,30.857142857142858,33.0,22.0,40.0
8,35.7261178,2017,1,0,7,51,54,0,1,14.916666666666666,13.0,2.0,48.0
7,34.9751398,2016,11,3,6,45,98,0,1,19.272727272727273,16.0,3.0,73.0
13,34.6951242,2017,3,2,3,25,46,1,0,12.125,11.5,2.0,28.0
8,35.6995657,2016,9,6,7,46,3,1,0,31.22222222222222,31.0,16.0,51.0
7,43.7706355,2016,10,5,2,3,0,1,0,56.088235294117645,52.0,30.0,101.0
4,33.5892157,2016,5,0,0,9,9,1,0,8.016666666666667,6.0,1.0,29.0
7,35.7435748,2017,3,4,7,19,84,1,0,30.22222222222222,30.0,15.0,47.0
2,35.6995657,2016,8,3,7,46,3,1,0,7.617647058823529,7.0,1.0,26.0
4,34.6951242,2016,8,1,3,25,46,1,0,10.91304347826087,10.0,2.0,27.0
7,34.9751398,2017,1,0,6,45,98,0,1,15.0625,13.5,3.0,35.0
2,33.5756863,2017,2,1,0,9,88,1,0,26.433333333333334,25.0,5.0,55.0
1,35.6617773,2016,2,4,7,42,77,1,0,10.581818181818182,11.0,1.0,20.0
2,34.7202277,2016,9,4,3,25,81,1,0,39.4054054054054,35.0,3.0,71.0
2,34.5732536,2016,4,4,8,38,55,1,0,12.132075471698114,11.0,2.0,44.0
2,33.5892157,2016,9,3,0,9,9,1,0,9.733333333333333,8.0,1.0,27.0
4,35.6617773,2016,3,0,7,42,77,1,0,23.88888888888889,22.5,4.0,65.0
11,35.7080677,2017,2,2,7,4,38,1,0,25.714285714285715,24.0,14.0,40.0
1,34.3862445,2016,8,2,1,14,42,1,0,9.833333333333334,7.5,1.0,27.0
1,35.7248234,2016,7,4,7,51,54,1,0,39.3235294117647,39.5,27.0,60.0
2,34.6762311,2016,7,4,8,53,78,1,0,35.8,32.0,17.0,69.0
4,35.6465721,2017,3,3,7,41,75,1,0,10.24,8.5,2.0,30.0
2,35.6617773,2016,7,5,7,42,77,1,0,14.129032258064516,14.0,6.0,28.0
7,33.5913576,2016,6,4,0,9,14,1,0,26.677966101694917,27.0,10.0,46.0
